""	"pval"	"adj_pval"	"fold_change"
"1"	0.0302419154447545	0.326230708564983	0.144981570892874
"2"	0.0799735542083061	0.445369965677291	-0.115353468882294
"3"	0.855594549700935	0.927372615951013	-0.0211427303428984
"4"	0.399813078566834	0.757670026997006	0.0681156050071827
"5"	0.119429814645126	0.521295001761834	0.610057390847022
"6"	0.73385022483225	0.885554322190937	-0.0389578828215562
"7"	0.665555009623855	0.871883957345974	-0.106724964125647
"8"	0.422364235922986	0.757670026997006	-0.288758385662312
"9"	0.706736948888636	0.882681880595384	0.066023553700898
"10"	0.0839781085210916	0.459744560208688	0.170974824997661
"11"	0.00287588714869115	0.10321239433636	0.198056698819602
"12"	0.834539910463243	0.918240770695655	0.0194603952658881
"13"	0.912832924199107	0.959659715781927	-0.00995922737684651
"14"	0.227026667640606	0.598882524963993	0.147620323138248
"15"	0.1388386144498	0.533867529372444	0.152717678368063
"16"	0.842904584483004	0.922295979271541	-0.0253137871593871
"17"	0.0646781912511662	0.432608576138564	0.335745974840574
"18"	0.549930238778404	0.793349041152537	-0.155997032148008
"19"	0.133313892709338	0.525126674940443	0.694394773657574
"20"	0.480598774269863	0.785691935433285	-0.0659925704258271
"21"	0.0560683951531476	0.421164921731783	-0.422082568210687
"22"	0.057825195354902	0.424489502264395	0.0919590880897232
"23"	0.732505797646378	0.885554322190937	-0.101675930709018
"24"	0.355417454217467	0.740644114272528	0.0536477946791223
"25"	0.182319585126082	0.572047007330345	0.0785535208654835
"26"	0.219391547808953	0.598882524963993	0.0916418197357203
"27"	0.330182446503797	0.724662238349623	0.406776186444532
"28"	0.527149266006611	0.785691935433285	-0.0432090458749634
"29"	0.308728747508424	0.717386180571224	0.24047625934876
"30"	0.101278416018396	0.495650429908209	-0.586095202625149
"31"	0.221464907323025	0.598882524963993	-0.348309864144593
"32"	0.694268142513228	0.879811611011747	0.108379456760648
"33"	0.427492701420402	0.757670026997006	-0.117178877312796
"34"	0.290771218183216	0.695697062764286	0.118553730858373
"35"	0.450158180233299	0.770406455941731	0.0533317321221602
"36"	0.845200030539864	0.922295979271541	0.0297477158392283
"37"	0.742995111744522	0.885554322190937	0.0315892676627954
"38"	0.575566969859491	0.808627771185624	0.0893117188883572
"39"	0.00842313011714048	0.161902755823678	-0.312582823660211
"40"	0.699667165699866	0.879811611011747	-0.0189146753409872
"41"	0.404993265175314	0.757670026997006	-0.0696574963971308
"42"	0.132757252794914	0.525126674940443	0.256091471457019
"43"	0.884390264450902	0.945887600720666	-0.00785590114905332
"44"	0.924754098753505	0.960869079133188	-0.00578538939953432
"45"	0.482831937147768	0.785691935433285	-0.0836687476618216
"46"	0.788264150770907	0.903590761252232	-0.209917377759407
"47"	0.207691871978644	0.593667917248691	-0.379574663428073
"48"	0.178517136570235	0.572047007330345	-0.118916860116464
"49"	0.200682130623456	0.589275710830695	-0.138000849910068
"50"	0.425033356949599	0.757670026997006	0.215890493425949
"51"	0.546979004111413	0.793349041152537	0.081381904018258
"52"	0.0346889817874695	0.326230708564983	0.157217869485731
"53"	0.22497220705196	0.598882524963993	0.0585890559888007
"54"	0.0706764453960717	0.432608576138564	0.243445959676436
"55"	0.17038339741527	0.572047007330345	0.0819658558190497
"56"	0.00732220884189541	0.157671563728815	0.128924160086271
"57"	0.0263843243776569	0.326230708564983	0.145934789777364
"58"	0.0896199273734007	0.466890911961426	0.441128696350773
"59"	0.610298703292782	0.833602291917267	-0.0629219128429277
"60"	0.543288330772761	0.793349041152537	-0.050538748475244
"61"	0.0693856174981451	0.432608576138564	0.230379170718599
"62"	0.931120810429374	0.960869079133188	0.0172937443909582
"63"	0.171764182243655	0.572047007330345	-0.438479580384243
"64"	0.220964178214099	0.598882524963993	-0.079274247612009
"65"	0.332222510672658	0.724662238349623	0.244778252994255
"66"	0.000409961926595696	0.026483540458082	-0.3273527557336
"67"	0.184878211284846	0.574189060048126	-0.328172948598496
"68"	0.938561860792868	0.965463315401581	0.00462528563903319
"69"	0.36087981301963	0.747206279521413	0.212149514227921
"70"	0.0173802494348092	0.280691028372168	0.165129441223772
"71"	0.020757649109206	0.319272412489216	-0.161461666507979
"72"	0.75891744948928	0.888153391974774	-0.0199485403931412
"73"	0.0441947348085261	0.375655245872471	0.261987351247619
"74"	0.107210904398866	0.501871335084547	-0.098427895858606
"75"	0.00328809754458113	0.106205550689971	0.603681959340637
"76"	0.366289999454225	0.748808036858954	-0.396462313256041
"77"	0.0560259795502067	0.421164921731783	0.235499759023792
"78"	0.387590190661427	0.757670026997006	0.170898101480933
"79"	0.573127446338081	0.808627771185624	-0.147045899670697
"80"	0.00852119767493043	0.161902755823678	-0.720136207807798
"81"	0.986605745209452	0.989669738206997	0.0009821847581577
"82"	0.511358563715016	0.785691935433285	0.111553432183666
"83"	0.512886868906926	0.785691935433285	-0.0390304806026371
