	logFC	AveExpr	t	P.Value	adj.P.Val	B
nRPLC_275.2017_10	10207.55216	269008.7333	0.325962264	0.745615256	0.918543463	-4.595119894
nHILIC_105.0192_7.8	22698.98937	942400.8846	0.325345995	0.746079188	0.918543463	-4.595119894
pHILIC_269.1239_8.3	8023.490057	230643.6595	0.31878312	0.751025606	0.918543463	-4.595119894
nRPLC_151.04_2.3	-9621.604555	91622.01634	-0.317250937	0.752181928	0.918543463	-4.595119894
pRPLC_153.0658_1.7	6634.308434	150536.4591	0.315367964	0.75360377	0.918543463	-4.595119895
pRPLC_454.2927_9.9	-34212.64846	1116301.294	-0.302924268	0.763021409	0.926525996	-4.595119895
pRPLC_313.1548_3.5	-561.1831417	18563.764	-0.297676792	0.767003708	0.927448352	-4.595119895
pHILIC_104.0705_8.1	3869.645145	178495.3617	0.284755217	0.776836608	0.927448352	-4.595119895
nHILIC_296.0378_11	-40156.62837	2542773.674	-0.284699504	0.776879084	0.927448352	-4.595119895
nRPLC_172.098_2.8	-413.5656757	12369.94445	-0.282137415	0.778833204	0.927448352	-4.595119896
nHILIC_195.051_8.7	52641.5458	1817566.058	0.278777604	0.781397925	0.927448352	-4.595119896
nHILIC_504.3095_5.8	4046.812823	88503.13879	0.277095378	0.782682976	0.927448352	-4.595119896
pRPLC_166.0724_1.2	651.7182066	61498.74643	0.272573512	0.78614023	0.927448352	-4.595119896
nRPLC_464.3015_8.8	42324.84012	464609.7223	0.271774141	0.786751853	0.927448352	-4.595119896
nRPLC_215.1653_8.4	4247.280239	156814.4842	0.262334336	0.793984639	0.931573026	-4.595119896
nRPLC_355.2852_11	1182.008167	25111.65916	0.259683444	0.796019056	0.931573026	-4.595119896
nRPLC_514.2838_9.6	29487.22016	215118.6876	0.249463757	0.803875319	0.93737086	-4.595119896
nHILIC_177.0339_6.7	-16971.12155	1177043.787	-0.234770829	0.81520584	0.944471802	-4.595119897
nRPLC_512.2683_10.8	-13248.60609	218703.7084	-0.233984835	0.815813105	0.944471802	-4.595119897
nRPLC_313.2385_9.9	903.6302572	41858.38641	0.230049658	0.818855151	0.944607906	-4.595119897
pRPLC_181.0718_3.1	-63145.19378	1674057.626	-0.21472718	0.830726285	0.954702795	-4.595119897
nHILIC_581.2411_5.9	-3267.607859	78024.93643	-0.211131883	0.833517611	0.954702795	-4.595119897
nHILIC_163.04_1.4	2742.107541	168679.1171	0.19989572	0.842254898	0.958812017	-4.595119898
pRPLC_548.3709_10.4	-6867.897256	414861.0115	-0.195260249	0.845865339	0.958812017	-4.595119898
pHILIC_280.1384_8	-2688.36578	113956.7408	-0.194862808	0.846175051	0.958812017	-4.595119898
nHILIC_197.0679_1.4	-62524.10962	2032769.979	-0.191265945	0.848979062	0.958812017	-4.595119898
nRPLC_415.3217_10.9	-913.6473881	53309.72722	-0.186431213	0.852751162	0.958961925	-4.595119898
pRPLC_568.339_9.8	81854.40006	4513647.169	0.17089454	0.86489599	0.958961925	-4.595119898
pRPLC_261.1446_1	-664.3245123	54787.23429	-0.168730217	0.866590485	0.958961925	-4.595119898
nRPLC_539.2489_8.8	-13993.54207	235101.8481	-0.167998855	0.867163226	0.958961925	-4.595119898
nRPLC_528.309_10.2	1072.81472	48721.30827	0.167889216	0.867249093	0.958961925	-4.595119898
pHILIC_249.1078_10.4	-19159.64676	2943735.532	-0.166758059	0.868135079	0.958961925	-4.595119898
nHILIC_239.0164_12.1	-65039.2342	5083456.672	-0.161411385	0.872325173	0.958961925	-4.595119898
pRPLC_520.3396_9.8	-619973.3404	61529589.88	-0.159569837	0.873769219	0.958961925	-4.595119898
pHILIC_290.1594_11	-5197.896359	123116.7576	-0.152090508	0.879638503	0.958961925	-4.595119898
nHILIC_303.2327_1	6009.505524	328483.4524	0.146122087	0.884327016	0.958961925	-4.595119898
nRPLC_299.2228_9.6	-291.8898009	18168.71194	-0.14581976	0.884564622	0.958961925	-4.595119898
pHILIC_542.3221_6	75209.88641	4521086.674	0.144622201	0.885505916	0.958961925	-4.595119898
nHILIC_167.0349_1.3	9521.616987	293588.3846	0.141821696	0.887707789	0.958961925	-4.595119898
pRPLC_675.5429_12.6	-89020.1697	7455825.941	-0.129359248	0.897516824	0.963905355	-4.595119899
pHILIC_290.1593_10.7	187636.6545	2704936.565	0.128425594	0.898252358	0.963905355	-4.595119899
nRPLC_187.1339_7.1	2436.493467	215494.5428	0.116664575	0.907525176	0.970631231	-4.595119899
nRPLC_465.2489_8.6	-3003.358019	191730.3481	-0.09682659	0.923194837	0.976155159	-4.595119899
pHILIC_813.6806_5.6	-56623.4478	8827325.603	-0.096262674	0.923640741	0.976155159	-4.595119899
nRPLC_165.0418_1.9	-2441.757709	162631.2308	-0.094775495	0.924816813	0.976155159	-4.595119899
pRPLC_162.1123_0.6	2408.316829	585089.6074	0.093685317	0.92567904	0.976155159	-4.595119899
nHILIC_115.0399_2	-46410.40074	13028284.93	-0.091003195	0.927800724	0.976155159	-4.595119899
nHILIC_197.0678_4.1	-22918.74538	1586440.511	-0.085846471	0.9318814	0.977265235	-4.595119899
pRPLC_482.3238_10.5	6432.045131	840792.3442	0.069630745	0.944724873	0.986857922	-4.595119899
nRPLC_285.2072_9.6	-965.7689656	141908.5779	-0.06461524	0.948700492	0.986857922	-4.595119899
nRPLC_441.3947_11.3	1421.724837	134920.897	0.057967444	0.953971974	0.986857922	-4.595119899
nHILIC_181.0367_6.8	10105.4575	1069288.342	0.056779117	0.954914502	0.986857922	-4.595119899
pRPLC_506.3601_10.4	-671.3713581	159582.6401	-0.053589318	0.957444826	0.986857922	-4.595119899
pHILIC_703.5724_5.7	53702.18384	14962213.57	0.04516012	0.964133377	0.986857922	-4.595119899
nRPLC_283.0822_2.4	-634.9839833	48638.36972	-0.043479935	0.965466926	0.986857922	-4.595119899
nRPLC_441.395_11.2	558.9797478	62046.77074	0.043474917	0.965470908	0.986857922	-4.595119899
nRPLC_299.2227_9.9	64.43543839	14990.91304	0.03941641	0.968692513	0.987027387	-4.595119899
nRPLC_391.2856_9.8	2307.891768	539671.4722	0.026521006	0.978931979	0.992127116	-4.595119899
nRPLC_351.254_10.3	-193.8399892	63611.9664	-0.023814032	0.981081936	0.992127116	-4.595119899
nRPLC_375.254_10.2	71.63860567	30466.27766	0.016220133	0.987113928	0.992127116	-4.595119899
pRPLC_295.1292_1.3	34.53875487	34756.48492	0.016109527	0.987201791	0.992127116	-4.595119899
nHILIC_243.0621_5.8	-1655.269134	3687435.503	-0.01377602	0.989055515	0.992127116	-4.595119899
pHILIC_146.1175_11	-1005.614272	1835176.067	-0.008737896	0.993057965	0.993057965	-4.5951199
