""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"CPN2"	-0.0570059966250001	0.93558281505	-0.582089079242019	0.562647828803606	0.936796254169739	-5.71157660101215
"ORM1"	-0.0666669597187506	6.0903378949	-0.580763188486343	0.563535532198603	0.936796254169739	-5.71229462530631
"B2M"	-0.061926262535714	-4.70042060848333	-0.575659227264618	0.566959151897117	0.936796254169739	-5.71504352624129
"CPB2"	0.0373955003660713	0.208149869433333	0.575523770512435	0.567050152150229	0.936796254169739	-5.71511615411594
"CAPZB"	-0.0856580935624997	-4.36183154031667	-0.575241037823651	0.56724011592571	0.936796254169739	-5.71526769253081
"SERPINA5"	0.282733713950892	-3.106831445	0.567473535290081	0.572471163805019	0.936796254169739	-5.71940211055226
"APOE"	0.0706807721116066	4.43419704515	0.56448461990967	0.574490294406014	0.936796254169739	-5.72097821841735
"SH3GL3"	0.144368960111607	-2.28077953616667	0.556670727452873	0.579785143667501	0.936796254169739	-5.72505973400959
"MST1"	0.0846850358169646	-2.9148796691	0.554612992026084	0.581183398004981	0.936796254169739	-5.72612521287604
"HV333_2"	-0.109631374165178	-2.26719308665	-0.542431042552348	0.589494106369685	0.936796254169739	-5.73235295874773
"SERPINF2"	0.0286529333883924	3.71302042436667	0.540237460384294	0.590996547560257	0.936796254169739	-5.73345983597563
"F7"	0.134436351607144	-4.91409809783333	0.538584886866416	0.592129628418162	0.936796254169739	-5.73429078928524
"KVD33_3"	0.0693086021607143	-3.99470005796667	0.531663738712757	0.596886150643873	0.936796254169739	-5.73774352846278
"HABP2"	0.0717960159464284	-1.08447485031667	0.530692085351236	0.597555338057328	0.936796254169739	-5.73822471613943
"LV144"	0.0944089842276785	-1.93060179981667	0.528776251242626	0.598875814829005	0.936796254169739	-5.73917093303289
"KV139"	-0.0849754631339283	-4.82244092918333	-0.528076721636521	0.599358298927645	0.936796254169739	-5.7395155812607
"KRT17"	-0.140012927611607	-3.147817828	-0.520596328548351	0.604528966226806	0.936796254169739	-5.74317281440026
"ATRN.1"	-0.0386557683526783	-1.89238451396667	-0.513459595185789	0.609481118693531	0.936796254169739	-5.74661385418087
"IGFALS"	-0.0664188034866072	2.23677573978333	-0.509166919261965	0.61246866372803	0.936796254169739	-5.74866094093714
"APOL1"	0.0458042872098212	1.96756539625	0.505894483182625	0.614750605602173	0.936796254169739	-5.75021005717397
"HV270"	0.186115116151786	-2.97189366968333	0.50587332844076	0.614765369739021	0.936796254169739	-5.75022003927279
"HV313"	-0.0858672314285713	-0.651948633333333	-0.501018246952311	0.618158006763645	0.936796254169739	-5.75250002034256
"F5"	-0.0513204788749999	-0.256342264816667	-0.494751386279544	0.622549524266143	0.936796254169739	-5.75541076021347
"ALB"	0.0304795582589278	11.1597367483333	0.493402108222197	0.623496844662641	0.936796254169739	-5.7560327012999
"CRISP3"	-0.0773979774955358	-3.32994850511667	-0.485470172551629	0.629078681037278	0.940503770659692	-5.75965482530408
"ORM2"	0.0542426147455355	2.88180077856667	0.4796029943246	0.633221557121863	0.941683712186134	-5.76229661880689
"IGLL5"	-0.0645646494866072	2.78643013091667	-0.467393506481647	0.641880571339815	0.941683712186134	-5.76769198489579
"FGG"	-0.0390676011696434	7.97675491365	-0.457812501561332	0.648710650656479	0.941683712186134	-5.77182914747554
"CD5L"	0.0676215893214285	-0.428798912183333	0.456529202333287	0.649627805770833	0.941683712186134	-5.7723768287185
"IGKC"	-0.0468920245580354	6.20935485845	-0.436547379629867	0.663978000028597	0.941683712186134	-5.78070765035933
"SERPINC1"	-0.0258964797410718	4.96396066131667	-0.433164885246885	0.66641991561827	0.941683712186134	-5.78208123712871
"AMBP"	0.0253664573928567	3.30543654563333	0.426910102353732	0.670944955165371	0.941683712186134	-5.78459326100183
"HV330"	-0.0935151981830354	-3.2913182704	-0.423513845732263	0.673407131553914	0.941683712186134	-5.78594204612208
"PPBP"	-0.0861063410624997	-1.39522432415	-0.410323485113786	0.683003564126768	0.941683712186134	-5.79107890744687
"ZNF10"	0.0695700143169643	-4.50030338965	0.406831091761534	0.685553294118827	0.941683712186134	-5.79241193808545
"HBA1"	-0.054147921174107	2.03996235485	-0.401175463222142	0.689690143352391	0.941683712186134	-5.7945466382682
"LCAT"	0.0263285696473215	-0.716909526116667	0.400446980544545	0.69022369197984	0.941683712186134	-5.79481944175431
"KNG1"	0.0268348146473212	3.34842083196667	0.40029669782238	0.690333780320915	0.941683712186134	-5.79487565854923
"IGHG4"	-0.163259147575892	1.54184823548333	-0.39784586008743	0.692130066838233	0.941683712186134	-5.79578949077956
"VWF"	-0.0995546942901786	0.409477498866667	-0.390314410325314	0.697661151499465	0.941683712186134	-5.79856277720407
"C6"	0.0415991793750001	1.87799938775	0.387738698054274	0.699556552355366	0.941683712186134	-5.7994991278948
"F12"	0.0542642391473213	1.70819264061667	0.38531428879538	0.701342367668451	0.941683712186134	-5.80037484123203
