HMDB	logFC	AveExpr	t	P.Value	adj.P.Val	B
HMDB10384	0.013743548	7.457826727	0.526843818	0.600237406	0.83561653	-6.030393246
HMDB11496	0.050740451	6.36631081	1.336999641	0.186251481	0.579105057	-5.308955917
HMDB11490	-0.045604903	5.115802743	-1.518786191	0.134049194	0.568167727	-5.065154181
HMDB10395	-0.022714815	7.190933899	-0.680172724	0.499001681	0.789845474	-5.940967117
HMDB10393	0.026173536	6.56956138	0.804532698	0.424254204	0.748820261	-5.852033191
HMDB10392	-0.004894652	5.59852759	-0.146641242	0.883905001	0.939149063	-6.154593697
HMDB10391	-0.052268884	5.36002472	-1.365556353	0.177157301	0.577998062	-5.272577598
HMDB10390	-0.065004889	4.851183844	-1.513255499	0.135445557	0.568167727	-5.072996323
HMDB10404	-0.011377369	6.623881997	-0.273227999	0.785612802	0.900089489	-6.128768481
HMDB10401	-0.041220156	5.301085768	-0.891684469	0.376111095	0.742158562	-5.781031944
HMDB10398	-0.022619716	4.232475776	-0.233501708	0.816163757	0.915606955	-6.138546973
HMDB12096	-0.050310301	5.463961286	-0.860523754	0.39291348	0.742158562	-5.807235162
HMDB12097	-0.010839363	6.847147675	-0.28067004	0.779925487	0.900089489	-6.126766554
HMDB12342	-0.045237826	4.329882532	-0.599749294	0.55092336	0.816980614	-5.990670501
HMDB0000248	0.00665728	5.271697277	0.273786834	0.78518532	0.900089489	-6.128620016
