SampleID	pHILIC_302.3046_1.8	pHILIC_114.0661_2.5	pHILIC_137.0457_3.1	pHILIC_298.1139_4.7	pHILIC_585.2694_4.9	pHILIC_219.0795_5	pHILIC_892.6501_5	pHILIC_247.1437_5.3	pHILIC_583.2539_5.3	pHILIC_428.3736_5.5	pHILIC_400.3413_5.6	pHILIC_813.6806_5.6	pHILIC_785.6497_5.6	pHILIC_372.31_5.6	pHILIC_731.6033_5.7	pHILIC_703.5724_5.7	pHILIC_288.2161_5.8	pHILIC_542.3221_6	pHILIC_360.2736_6.1	pHILIC_166.0861_6.2	pHILIC_158.1174_6.2	pHILIC_104.1069_6.6	pHILIC_144.1018_6.7	pHILIC_282.119_6.7	pHILIC_205.0969_6.7	pHILIC_150.0581_7	pHILIC_216.1227_7	pHILIC_118.0861_7	pHILIC_218.1384_7.3	pHILIC_160.0967_7.5	pHILIC_146.0811_7.5	pHILIC_178.0532_7.5	pHILIC_130.0862_7.6	pHILIC_139.0501_7.6	pHILIC_182.081_7.7	pHILIC_280.1384_8	pHILIC_104.0705_8.1	pHILIC_269.1239_8.3	pHILIC_157.0607_8.3	pHILIC_189.1233_8.4	pHILIC_170.0923_8.5	pHILIC_132.0766_9	pHILIC_147.0763_9.7	pHILIC_249.1078_10.4	pHILIC_229.1181_10.5	pHILIC_290.1593_10.7	pHILIC_258.1097_10.8	pHILIC_249.1077_10.8	pHILIC_229.1181_10.9	pHILIC_290.1594_11	pHILIC_146.1175_11	pHILIC_276.1548_13.2	pHILIC_203.1501_13.6	pHILIC_189.1345_14.4	pHILIC_175.1188_15.1	pHILIC_147.1126_15.9	pHILIC_133.097_16.1	pHILIC_161.1283_16.4	pHILIC_189.1596_18.3	nHILIC_174.0883_10.1	nHILIC_279.2328_1	nHILIC_303.2327_1	nHILIC_188.0716_2.1	nHILIC_243.0621_3.4	nHILIC_224.0617_4.8	nHILIC_204.0665_5.1	nHILIC_512.2684_5.7	nHILIC_243.0621_5.8	nHILIC_181.0367_6.8	nHILIC_335.0495_8.3	nHILIC_132.0302_8.3	nHILIC_124.0073_8.7	nHILIC_160.0615_10.7	nHILIC_133.0142_10.4	nHILIC_277.2171_1	nHILIC_188.9862_0.9	nHILIC_281.2484_1	nHILIC_327.2328_1	nHILIC_167.0349_1.3	nHILIC_188.0023_1.6	nHILIC_115.0399_2	nHILIC_212.0022_3	nHILIC_111.0199_3.4	nHILIC_121.0505_3.5	nHILIC_197.0678_4.1	nHILIC_87.045_4.2	nHILIC_151.0261_4.3	nHILIC_133.0506_4.4	nHILIC_87.0087_4.4	nHILIC_176.0387_4.9	nHILIC_131.0349_5.1	nHILIC_481.244_5.2	nHILIC_157.0366_6.1	nHILIC_130.0872_6.3	nHILIC_235.0723_6.5	nHILIC_177.0339_6.7	nHILIC_238.0929_7.3	nHILIC_120.0124_7.6	nHILIC_146.0458_7.6	nHILIC_128.0352_7.6	nHILIC_114.0559_7.8	nHILIC_135.0299_7.9	nHILIC_287.052_8.1	nHILIC_195.051_8.7	nHILIC_130.0509_8.8	nHILIC_154.0621_9.6	nHILIC_74.0246_9.6	nHILIC_131.0461_9.7	nHILIC_104.0352_9.7	nHILIC_296.0378_11	nHILIC_209.0302_11	nHILIC_191.0197_11.2	nHILIC_239.0164_12.1	nHILIC_274.1407_13.3	nHILIC_425.0806_12.4	nHILIC_274.1407_12.3	nHILIC_88.988_11	nHILIC_168.0276_10.3	nHILIC_168.0778_10.2	nHILIC_88.0403_8.9	nHILIC_118.0509_8.9	nHILIC_191.0561_8.5	nHILIC_105.0192_7.8	nHILIC_116.0716_7.3	nHILIC_214.0488_7.2	nHILIC_302.1148_6.5	nHILIC_218.1032_6.5	nHILIC_181.0506_6.2	nHILIC_581.2411_5.9	nHILIC_89.0243_5.8	nHILIC_504.3095_5.8	nHILIC_174.056_3.8	nHILIC_133.0506_2.3	nHILIC_179.0348_2.2	nHILIC_257.0777_2.2	nHILIC_163.04_1.4	nHILIC_197.0679_1.4	pRPLC_162.1123_0.6	pRPLC_261.1446_0.8	pRPLC_232.1543_0.9	pRPLC_261.1446_1	pRPLC_100.0756_1.2	pRPLC_153.0658_1.2	pRPLC_166.0724_1.2	pRPLC_295.1292_1.3	pRPLC_244.1544_1.7	pRPLC_153.0658_1.7	pRPLC_180.0654_2	pRPLC_265.1184_2.6	pRPLC_312.1305_2.8	pRPLC_181.0718_3.1	pRPLC_260.1858_3.3	pRPLC_181.0719_3.4	pRPLC_313.1548_3.5	pRPLC_352.1657_3.7	pRPLC_286.2015_4.3	pRPLC_195.0875_4.6	pRPLC_204.0655_4.8	pRPLC_288.2172_5.1	pRPLC_312.2171_5.4	pRPLC_314.2328_6.1	pRPLC_316.2484_6.6	pRPLC_342.2639_7.2	pRPLC_777.6945_7.2	pRPLC_368.2795_7.7	pRPLC_344.2796_7.8	pRPLC_370.2952_8.2	pRPLC_286.1439_8.4	pRPLC_286.1439_8.5	pRPLC_352.2248_8.5	pRPLC_424.3421_9.2	pRPLC_468.3085_9.3	pRPLC_380.2561_9.4	pRPLC_426.3576_9.5	pRPLC_494.324_9.5	pRPLC_382.2719_9.6	pRPLC_482.324_9.7	pRPLC_478.2927_9.7	pRPLC_502.2927_9.7	pRPLC_526.2924_9.8	pRPLC_520.3396_9.8	pRPLC_544.3392_9.8	pRPLC_568.339_9.8	pRPLC_508.3397_9.9	pRPLC_454.2927_9.9	pRPLC_504.3082_10	pRPLC_496.3395_10	pRPLC_546.3545_10.1	pRPLC_438.2976_10.2	pRPLC_480.3446_10.3	pRPLC_572.3708_10.3	pRPLC_510.3554_10.3	pRPLC_548.3709_10.4	pRPLC_506.3601_10.4	pRPLC_269.2264_10.4	pRPLC_508.376_10.5	pRPLC_482.3238_10.5	pRPLC_524.3708_10.6	pRPLC_550.3864_10.7	pRPLC_676.417_10.7	pRPLC_538.3863_10.8	pRPLC_510.3913_10.9	pRPLC_359.3154_11	pRPLC_552.402_11.1	pRPLC_647.5116_11.7	pRPLC_580.4347_11.8	pRPLC_675.5429_12.6	nRPLC_391.2856_9.2	nRPLC_365.2333_9.7	nRPLC_391.2856_9.8	nRPLC_263.1289_6.8	nRPLC_187.134_7.5	nRPLC_448.3067_8.6	nRPLC_257.1759_8.8	nRPLC_495.2962_9.1	nRPLC_514.2838_9.6	nRPLC_391.2856_9.5	nRPLC_301.2173_10.3	nRPLC_253.2172_10.3	nRPLC_329.2487_10.7	nRPLC_407.2804_9.2	nRPLC_229.1445_7.4	nRPLC_199.0976_5.6	nRPLC_172.9914_0.9	nRPLC_129.0558_1	nRPLC_182.0458_1	nRPLC_131.0714_1.6	nRPLC_165.0418_1.9	nRPLC_153.0193_2.1	nRPLC_165.0556_2.3	nRPLC_187.007_2.3	nRPLC_283.0822_2.4	nRPLC_172.098_2.8	nRPLC_204.0666_4.3	nRPLC_149.0607_4.6	nRPLC_201.1133_5.9	nRPLC_215.1288_6.8	nRPLC_215.1653_8.4	nRPLC_257.176_8.5	nRPLC_465.2489_8.6	nRPLC_367.1585_8.9	nRPLC_315.2541_9.2	nRPLC_377.2698_9.2	nRPLC_299.2228_9.3	nRPLC_369.1741_9.5	nRPLC_271.2279_9.6	nRPLC_285.2072_9.6	nRPLC_295.2279_9.6	nRPLC_225.186_9.8	nRPLC_343.2853_9.8	nRPLC_313.2385_9.9	nRPLC_395.1897_10	nRPLC_225.186_10	nRPLC_478.2939_10.1	nRPLC_528.309_10.2	nRPLC_313.2385_10.3	nRPLC_377.2696_10.5	nRPLC_267.233_10.6	nRPLC_512.2683_10.8	nRPLC_295.2642_11.1	nRPLC_357.2801_11.2	nRPLC_619.2888_11.3	nRPLC_441.3947_11.3	nRPLC_311.2957_11.4	nRPLC_359.2957_11.5	nRPLC_335.2957_11.7	nRPLC_597.3048_11.9	nRPLC_297.2799_11.7	nRPLC_309.2801_11.4	nRPLC_415.3217_11.4	nRPLC_333.2799_11.2	nRPLC_441.395_11.2	nRPLC_409.3322_11.2	nRPLC_297.2797_11.2	nRPLC_439.3792_11.1	nRPLC_307.2644_11	nRPLC_455.2472_11	nRPLC_355.2852_11	nRPLC_331.2644_10.9	nRPLC_355.2643_10.9	nRPLC_415.3217_10.9	nRPLC_385.332_10.8	nRPLC_305.2486_10.7	nRPLC_508.3404_10.6	nRPLC_327.2538_10.5	nRPLC_312.2546_10.4	nRPLC_429.3008_10.3	nRPLC_351.254_10.3	nRPLC_498.2892_10.3	nRPLC_271.228_10.3	nRPLC_375.254_10.2	nRPLC_227.2017_10.2	nRPLC_275.2017_10	nRPLC_526.2939_9.9	nRPLC_299.2227_9.9	nRPLC_315.2539_9.7	nRPLC_299.2228_9.6	nRPLC_450.2624_9.5	nRPLC_315.2541_9.4	nRPLC_448.3069_9.4	nRPLC_285.2071_9.2	nRPLC_197.1547_9.1	nRPLC_313.2386_9.1	nRPLC_197.1547_9	nRPLC_369.1729_8.9	nRPLC_514.2853_8.8	nRPLC_464.3015_8.8	nRPLC_539.2489_8.8	nRPLC_367.1582_8.7	nRPLC_183.139_8.5	nRPLC_465.249_8.3	nRPLC_215.1652_8.1	nRPLC_163.0765_7.4	nRPLC_239.0924_7.1	nRPLC_187.1339_7.1	nRPLC_539.2494_7	nRPLC_201.1133_6.3	nRPLC_187.0976_5.4	nRPLC_411.127_3.6	nRPLC_206.0821_3.4	nRPLC_188.0352_3.1	nRPLC_151.04_2.3	nRPLC_117.0557_0.6
ZJTKAE3	216912.8571	76570615.71	3262759.357	54054.83357	1438264.45	1025570.829	124390.0302	1335744.334	1077762.036	92468.155	589812.5429	10332294.79	8162570.071	314664.0286	3296620	11035421.86	4325994	5401713.214	278294.6436	6257796.929	478950.4929	10510008.21	3551121.643	578766.4857	10447961.64	1960922	412024.0643	37983150.71	2494871.571	191800.2471	213263.0743	122863.6636	963839.7786	158312.3871	3992485.929	79345.20421	121494.0421	163045.0071	143965.7	85641.28857	1670192.714	726806.2714	566228.8714	2679717.357	191882.0786	2179274.691	362116.1714	1412910.243	384351.55	151050.4	2028390.929	62461.16286	2566039	723551.5286	13087072.93	4574301.571	1892668.857	3791290	1017709.6	986715.4286	4069343.786	192984.3829	1083845.743	14352136.43	2417845.679	402416.7357	293778.8957	3939993.5	1485604.05	33549487.86	90836.55571	2658236.714	107745.2451	1102896.893	660669.2786	2700567.975	5199381.857	139934.4943	317535.2214	1476401.429	12881142.86	31610398.57	76684.72214	201697.29	1894520.929	105531.0579	898279.85	180296.095	6486184.286	133412.8143	230607.6	74458.77714	592589.21	4406132.143	62194.62429	916568.2714	302548.2143	576949.2286	648198.0357	4577536.357	1352883.25	2034542.5	94151.61143	1555786.214	137117.8707	1193440.5	67961.63929	107574.8207	306603.3143	2359693	205268.2236	25902943.57	5451355.929	151178.3143	371442.8143	290308.1	151898.7043	43582.48936	778014.2821	752270.8429	1394726.143	3379892.929	894491	3252732	403566.6429	40116.22814	380528.9429	769707.4429	63942.01643	27808878.57	70416.95286	345745.7571	248565.1414	35481.8	1350146.429	185168.5571	2239026.343	531302.8786	25289.12143	323491.1286	43219.01071	144908.7543	409655.2643	56174.50571	30104.46	6304.063214	122397.5593	727385.3571	804945.4643	19187.92286	1684648.379	79435.59929	4538899.714	13883.08786	55858.98071	784067.1929	6353491.429	27317.70264	563444.6929	66212.01571	505917.3643	1250021.236	550144.5714	201615.7786	297784.7357	347155.2714	545843.3786	1434146.443	1961434.471	138317.925	303353.25	3833341.786	472487.2857	443313.0357	5341278.5	29080.99929	1601871.05	2999145.5	2746409.571	2128487.929	54623982.86	13874620.71	4276101.714	501176.4571	696723.5	144244.3643	80342070.71	3269379.786	102034.8207	982883.2786	139014.0779	2045691.286	290709.4857	119637.32	620053.2357	524927.5071	479014.0571	22202267.14	151296.6229	12321.25107	116041.1664	142079.2293	2390730.479	49963.11857	358147.8286	4901.147357	7643027.5	426141.3857	159130.8143	488533.4	31607.32993	130753.5371	608959.7107	88659.10857	63290.95286	673972.1864	324747.7857	1811330.9	14243341.07	2236783.786	71430.57786	142509.9764	20286.38543	4949805.786	7729704.071	24708.77043	110237.15	181026.0957	48204.59071	44689.09714	13196826.21	35324.76221	7872.035643	22646.07857	64455.085	16377.69286	10843.15271	110816.1093	131973.7371	251979.0071	21914592.86	19908.17143	11833.58879	18426.32114	7318730.786	498041.4429	125128.7543	147845.2714	1128230.75	12624.95786	32537.66571	272378.4071	159247.7164	685609.6143	26283.60143	234825.4571	41293.12429	1075754.093	103222.1914	411643.2929	51686.66286	450348.2786	79741.43286	181888.9071	25768.12	18399.53886	12775.41264	40779.58	874295.2143	378250.8357	42202.39	33731.60571	17092.11821	26798.69071	39713.31357	1164053.493	117351.865	13884.27264	918796.0857	50255.88	66681.84429	9012.131786	1444349.621	103783.9693	15341.97271	10285.44571	372476.2071	30998.455	2039983.029	573047.8429	17033.53164	1835159.857	334166.9786	162017.81	10840.82029	23002.26857	12650.2185	46605.315	53387.59	4732188.971	58090.44	150447.585	74263.11286	140775.1571	700525.0786	44728.78371	1126478.982	211443.8514	4949779.357	123011.61	114986.0964	30595.85429	69493.45214	8240486.786	169312.2671	626068.7714	16950.34357	88889.055	15727.29857	6798.344714	19563.20429	271361.5586	519125.7714
ZJXC41N	273543.2733	107157612.7	2497554.4	65130.122	318616.2999	873691	100198.722	1616085.867	1112933.047	128471.6113	637990.4133	11229942.07	8280784.533	226825.8267	2757027.867	15527079.07	3843391.867	2534998.467	30145.12227	7837041.867	512825.3667	11500324.53	19350289.8	494707.1	11760421.4	1804076.2	214145.4	59659699.33	895596.3267	1548393.293	781716.42	36007.0764	1866405.12	179962.1333	4821745.4	170795.276	208053.3933	320868.5667	105065.8207	120400.3607	2762554.067	613951.5667	434295.826	2702152.467	78099.22067	57866.22533	1671692.442	1811047.485	245096.1313	41491.32683	3002202.467	60164.92667	2804346.4	1244510.44	20607059.33	5285407.867	1954123.333	595778.1267	972926.6533	1107237.847	4542856.067	523415.1533	1776143	23195396	1473146.653	485108.5267	825491.8067	4240142.533	329843.5973	34315178.67	152319.0113	2596439.4	118004.0973	1584263.8	372653.2	442050.7123	4946696.067	155397.3973	155510.5475	1310573.958	11562359.4	14899995.33	102951.3767	104730.2717	418353.5468	114475.4067	1058431.24	125337.6377	1444950.084	172227.47	185634.4704	45923.48733	1867415.453	7130798.067	365492.5933	913177.1867	356128.107	549889.88	886556.4533	6962456.467	2941040.633	3109411.8	105758.39	2116881.673	266826.2907	1191117.507	85367.922	126120.498	344503.32	3163450.133	234228.6537	41704579.33	8683954.2	166594.404	107520.7867	268729.5933	207290.6584	42668.58725	481916.32	1251561.84	2167983.133	382883.6753	1364306.907	3572364.266	617703.08	152913.0207	1266828.787	1126566.2	101244.7127	15725870.87	41391.4828	560835.2632	71781.34369	117337.24	1580228.133	76506.48067	841711.07	771147.14	38746.184	334379.5467	64950.33467	383107.6733	520767.36	66555.868	42549.214	16098.42593	181674.2267	1134178.473	1633041.367	27280.79333	819460.71	75343.89733	882795.78	21243.75867	70171.13533	738145.8333	1135474.741	14615.20553	633392.9067	64768.52933	661825.0733	1516540.427	533672.7133	235733.3733	401619.96	435559.34	552764.2933	2724240.607	2057949.68	99912.94067	492588.6867	2171238.633	548790.6467	647353.3	3345985.067	52499.60333	1162371.613	3158245.133	3759504.467	1492365.067	49877462	16015932.8	3034404.933	363066.6333	793767.7467	154774.0927	90198848.67	3003678.8	194198.1467	1556333.933	215209.4533	2132919.067	373745.6933	199153.1333	692582.1733	792350.94	681286.0667	28830060	256328.5067	50668.65127	140348.8453	241580.0067	3564860.733	80625.79133	292330.6467	50939.10687	6350749.4	74426.73867	164043.44	348625.26	2803.671632	169143.9667	174955.2767	126375.322	147811.5267	199323.418	244280.4067	2108987.933	10796908.07	3026705.067	229787.236	109490.378	17950.96867	1653511.267	8159778.933	56045.26533	158938.0933	62577.64633	74208.484	66052.962	28409084	71373.25867	16668.88067	80986.94313	94095.87087	9626.633133	9062.414133	181238.2493	378389.24	149836.2067	17738186	25184.53533	10442.88167	18001.952	4002287.333	391137.7533	187418.5847	264519.72	1083679.733	38794.354	51043.24733	494251.4333	359708.82	1126016.607	44498.178	318429.2	130981.5553	773871.4267	156963.732	374551.5667	38948.86667	597088.6333	145986.9267	144085.482	35201.356	23217.1082	27199.36733	39189.94267	1046262.653	452138.1333	49321.13867	69966.786	32355.37467	29059.288	62086.216	1556063.087	186078.9067	27350.636	1338234.08	22188.49467	56385.934	15066.67847	1861018.867	127826.96	34107.196	16076.85733	372231.5933	130218.602	524364.8933	868375.1133	55248.22667	1588200.927	287000.28	217150.6133	19026.032	13498.11407	21843.27533	32819.23993	69254.98733	2855040.58	74371.51133	269658.6267	101501.188	166336.5333	553625.54	111661.4287	963571.8867	172282.9153	3611091.633	128803.24	91227.75733	31807.022	75216.308	3949137.067	230121.7067	492223.3533	16820.99133	129165.5247	39931.894	12414.88513	21868.03467	25473.91967	511113.3533
ZK112BX	304936.3947	60946702.63	3590128.316	53503.99421	1568164.895	816140.1053	161213.6475	499553.7153	1623695.089	152596.2495	739842.8579	10657745.26	9003493.579	420541.8158	4944105.947	16702357.39	3647145	4498020.795	493049.4305	5961570.947	321234.9105	11967547.26	4188645.295	509013.7158	10118252.95	2389992.842	478246.3547	43824350.53	3501272.316	425580.6016	575032.2842	222387.9789	1443571.232	338587.2526	4931540.737	188115.8347	205681.6332	201816.4663	83825.36053	96392.50211	1497626.168	910029.1421	565556.0526	3041334.158	109173.8668	2724777.802	439897.1683	1731774.832	225150.45	171197.1948	1930169.316	69053.59158	2639180.421	1393575.811	16048548	5898636.105	2323888.684	1346054.179	616910.7526	1052997.268	4199093.211	229424.9163	128560351.1	16958570	1110417.9	780479.5789	315557.2668	3667080.474	521573.9526	41303456.84	71948.82158	2288021.213	128627.6269	1189101.047	358569.2211	4566635.076	6451221.947	127709.8986	1629411.958	339798.3942	12550589.16	24480930	89191.81	90088.21632	562943.2663	85534.42158	1009517.505	46900.68211	5865945.947	131074.5189	190400.3947	74017.07563	1007448.526	5587339.053	47165.95632	801205.1684	396866.8316	743939.8211	690173.4105	5922664.368	990158.9895	2084975.053	104992.3079	1478183.172	120821.7655	1196940.784	67206.20316	127676.2789	358601.6526	1431270.911	148597.3668	30802962.63	5301747.947	168517.6621	239414.8004	312728.9842	131690.1183	76263.49528	253851.8579	1080030.111	1976376.96	146096.0205	753744.8526	3771279	549136.8263	48498.90275	385135.2105	773207.7421	119322.0432	21726699.47	113847.5832	265981.0105	16967.33074	18076.53595	1152891.789	165488.2279	1907117.226	745801.9895	30164.12105	272732.8842	48678.56579	317125.6211	335541.6474	57346.48579	31334.59263	8186.048684	103372.1179	221136.8489	458580.8453	20732.50053	2336387.337	107456.0947	1261159.684	15056.06153	75008.86158	1438929.137	1515785.855	902004.2105	366810.0158	62674.12842	415070.7789	808785.9421	495769.6158	170015.3737	496132.2474	452336.7632	980253.7474	2098394.379	3106922.026	159787.7979	497499.8684	4836208.316	498414.7421	699685.1632	6185554.053	33476.21516	2192514.737	4952335.421	6080247.474	4175826.895	62352830.53	23607831.05	5130268.105	664733.2947	1358748.563	244712.9211	104850215.3	3686402	128109.5916	1199781.395	258924.8	2918145.211	424691.1526	135893.4642	796656.3684	655772.8579	1043995.947	30512467.37	267252.9542	32156.55137	143626.6453	180472.6142	2930487.842	83841.92632	379518.2842	14075.78506	9569521.737	132617.8079	157165.1053	427011.1053	36651.05795	70636.33947	115190.6563	94259.47842	22310.02474	25704.31937	258823.2784	2048414.737	12853146	3409078.105	78722.35316	124537.8674	26851.85684	2997337.289	8027349.526	15852.56211	161714.5526	137231.8311	26563.84095	54391.77579	8689772.447	27571.52169	10145.92837	120442.4384	377705.4274	15567.615	12170.45595	157001.7705	105766.3216	132044.1028	9885840.421	19623.16737	16280.83737	18787.97474	5349145.342	407453.4211	78088.55789	130474.6063	1198825.179	15859.01463	43517.99632	47338.81842	334462.3947	1376662.242	64947.44684	270263.7632	45888.05211	1164051.816	145192.8068	561023.8526	71702.87579	630849.6	100666.3295	227490.4684	45287.44421	29970.03105	14308.55753	62659.73	1587676.832	229625.5421	72372.76474	41366.65789	24436.93753	33354.59632	48546.98368	1795698.226	106596.7347	63713.72842	1526399.121	60145.53316	46847.47789	13227.03511	2122346.263	140116.6311	28555.23689	11887.28884	560760.5474	66673.60158	179502.2568	741448.0421	22403.20463	1924912.474	312322.4526	368710.8632	10278.05953	9059.899895	16753.99474	66233.99211	42106.32895	1001298.505	58396.84263	218135.1316	68389.96947	154793.1537	546134.7279	16446.94532	102559.8563	73488.75947	2307919.021	153057.3711	60424.90137	42108.17263	27244.70526	6671284.211	240927.2263	497283.5579	18446.56105	116015.1937	15803.15495	6112.588684	12918.89621	16291.94705	571891.7842
ZK4CK8Y	230363.7111	86351610	3002324	49779.45	2351282.678	1662991.333	346781.3111	1596835.386	594091.2111	87212.59444	589885.1667	10288524	8707542.111	515180.6778	3300878.889	17549829.44	8109106.889	4123487.491	510359.0489	5273168.744	321076.2889	10034678	5295435.556	600233.4889	10706713.78	1644691.111	219749.3578	26437467.78	1473422.333	371300.96	1136348.95	87988.59556	1836175.933	173801.6333	2832296.111	33590.44778	142215.7222	157831.2222	139898.6933	89175.4	2462912.778	542042.4667	395689.3778	2619004.556	101487.4433	7183895.649	327190.7111	1459417.011	250540.7222	198336.2667	1504678.556	42222.39111	2333056.111	965426.2111	13027711.11	3869083.111	1446279.444	3974975.667	726953.4556	873896.3667	3684537.222	193738.7153	5261437.444	12939243.22	3418612.979	439531.8222	523855.7	3545147.778	1148157.844	31174586.67	142931.3011	1806698	61700.59431	1291963.778	269777.232	1176421.649	5370523.556	178766.0122	235379.8889	802403.6489	11595756.44	10807556.33	73474.61111	100430.5356	1346958.489	110102.5089	549329.7222	134417.3233	6693081.778	113583.5556	227023.6556	37763.48333	30851801.85	4030417.889	29577.70444	1363450.111	238143.6667	570241.3	558294.5	4580505.778	499252.7111	2020145.667	88343.14222	1701380.111	165406.7889	1147900.111	56885.58556	119517.1533	252171.5333	2173909.778	303367.9922	32962925.56	2559637.444	99760.86	187768.9111	208218.1889	150621.4267	24884.44937	511531.1222	723215.3667	1437827.122	1378748.8	1064829.433	2615669.222	372616.6778	11032.39667	583106.8889	502617.1556	79958.31433	24164293.33	47710.90708	362492.3333	479060.4678	35744.44444	1430694	192703.1	1831138.956	381879.2444	18760	347884.9615	32117.20667	80218.16889	419174.1678	46738.32544	22750.83222	8425.603889	208352.8822	473884.4889	1359016.533	18702.82378	824962.4264	198880.0076	2509118.711	13123.07241	81058.60667	412409.1111	2727622.151	63894.13492	1781581.448	76100.51111	899088.4421	4333605.139	1005300.146	190197.66	515820.4294	893768.5213	1161463.075	442909.7368	474608.0892	123659.4454	257606.7067	3200859.444	414343.8778	448310.0778	4813350.933	28981.67796	1047008.453	2846439.539	2887169.367	2896385.659	40624725.13	12673872.97	4050226.343	401766.0488	1065252.011	134062.7478	72479967.16	2459922.411	89575.85578	710646.1444	104297.36	1562870.982	245525.1302	73838.3926	688332.6448	344166.7642	575491.7111	16013566.6	156150.7413	13529.00069	120075.7909	99413.042	1849614.933	63789.12556	404554.9	17879.94144	8286458.556	51956.77	146364.2333	129032.7067	87089.46444	160300.4733	44530.26878	124834.5389	141214.3944	88054.04222	318225.7444	2836217.556	14770184.33	2342271.278	31765.55444	76258.20889	40310.66667	997015.0889	8047345.222	60764.47778	168327.2444	174490.3667	23383.87122	42327.95889	23628476.44	197929.6687	8361.905444	36275.96556	133333.3689	10615.28778	11126.29278	262411.14	215962.5444	232446.3222	22280624.44	15537.29267	872.3746222	5913.175778	6504278.444	534057.7556	190571.3	149407.4644	1979187.2	11633.59411	17754.47311	183899.8333	328378.0744	1001279.356	32772.61	194610.5111	7431.930111	941667.3444	219070.5678	376670.98	67541.00444	389317.7111	11912.88811	164171.5611	24170.62778	18729.66244	21966.53389	38702.74778	1056756.667	286949.4222	37247.70667	5021.171956	1940.480278	22043.52189	6012.246556	1136992.833	116756.3356	2158.497622	797660.8222	77952.30111	40485.66889	1546.7284	1308574.5	88741.55444	3726.302111	10677.22889	236995.4556	14595.18978	264851.9978	455209.8333	6466.174333	2064308.956	308339.0378	224253.9778	11715.06722	6381.914556	7134.882667	102261.2778	61821.56444	424915.8111	44716.08778	252821.6144	83505.09111	434736.5389	1172022.6	62063.83422	118641.82	811100.4333	5199755.111	77345.45333	241017.5222	42503.48667	41949.44111	20941374.44	240863.9689	381151.6778	29606.72667	72742.65556	15778.65444	4935.150222	11855.68811	187572.0111	767887.0667
